date,text,sentiment,mood,clean_text,city,temp,humidity,weather
2009-06-21 02:50:50,"@giloi2009 Yeah I got excited by seeing that changelog, then was bitterly disappointed there's no push notifications for Facebook ",0,sad, yeah i got excited by seeing that changelog then was bitterly disappointed theres no push notifications for facebook ,Kolkata,28.74,81,Clouds
2009-06-17 09:12:57,Everybody's laughing at my neon day-glow argyle socks. ,0,sad,everybodys laughing at my neon dayglow argyle socks ,Hyderabad,23.13,89,Clouds
2009-06-15 13:54:36,@bowwow614 In your option i have to take tha nice guy ,4,happy, in your option i have to take tha nice guy ,Pune,24.11,72,Clouds
2009-05-29 23:34:38,sunny morning ,4,happy,sunny morning ,Ahmedabad,31.42,58,Clouds
2009-05-30 01:19:21,"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! ",4,happy,waiting for my dad to pick me up were gonna watch a movie  btw new photos soon ,Jaipur,34.37,42,Clouds
2009-06-17 22:02:41,hates smart-arse rookie cops on power trips who pull you over and issue $189 fines ,0,sad,hates smartarse rookie cops on power trips who pull you over and issue  fines ,Lucknow,29.99,69,Clouds
2009-06-07 20:35:37,@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise ,4,happy, we appreciate the unscheduled coverage keep it up and give the crew a raise ,Delhi,34.12,51,Clouds
2009-05-30 13:57:24,"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done ",4,happy, right on  just bought this new computer will be mig easier to get code done ,Mumbai,27.72,82,Clouds
2009-06-06 09:35:00,i am so bored!!  well lets see i am writing my spanish paper and guess wht! schools over  FML!,0,sad,i am so bored  well lets see i am writing my spanish paper and guess wht schools over  fml,Bangalore,23.83,77,Clouds
2009-06-15 11:05:43,woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!,4,happy,woot i have  points on my subway card  points is a free foot long  going to get it now,Chennai,29.34,81,Clouds
2009-05-09 20:46:32,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby ,4,happy, i been saying that the past  weeks that i miss playing spades and drinkin chillin the good old days let me know baby ,Kolkata,28.74,81,Clouds
2009-05-18 06:40:38,No mini vacations for the moment  Starting a week with different / many things to do. Thank you God,0,sad,no mini vacations for the moment  starting a week with different  many things to do thank you god,Hyderabad,23.13,89,Clouds
2009-05-03 19:26:22,i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible ,0,sad,i have no idea how im going to fix things with me and landon i want things back to normal but i dont know how and if that is possible ,Pune,24.11,72,Clouds
2009-05-30 20:53:11,@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about ,4,happy, they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about ,Ahmedabad,31.42,58,Clouds
2009-06-15 06:18:34, well maybe next time my dreams with come true,0,sad, well maybe next time my dreams with come true,Jaipur,34.37,42,Clouds
2009-05-26 22:59:50,"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;",4,happy,bphs orchestra spring concert tomorrow night   pm  the pac freefreefree b there or b square as reuben says quotits instupituousquot,Lucknow,29.99,69,Clouds
2009-05-31 02:28:04,@regalaffair hey you are up early ,4,happy, hey you are up early ,Delhi,34.12,51,Clouds
2009-05-04 01:57:32,@BevClement I don't think we talk much about Banks these days - not quite as respected as they once were ,4,happy, i dont think we talk much about banks these days  not quite as respected as they once were ,Mumbai,27.72,82,Clouds
2009-05-29 23:00:05,"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again ",4,happy,shout out to the koblers as sure as the dawn here we go thanks again ,Bangalore,23.83,77,Clouds
2009-06-07 09:32:27,i've watched titanic hundreds of times but leo dying still gets me every time. ,0,sad,ive watched titanic hundreds of times but leo dying still gets me every time ,Chennai,29.34,81,Clouds
2009-05-09 20:41:02,@nickasaur hey nick  how are youu? x,4,happy, hey nick  how are youu x,Kolkata,28.74,81,Clouds
2009-06-03 04:02:48,"Just edited about a million photos of cats, none of them for lolz. ",0,sad,just edited about a million photos of cats none of them for lolz ,Hyderabad,23.13,89,Clouds
2009-05-17 21:05:17,"G'night,  I'll try to get on tomorrow! ",4,happy,gnight  ill try to get on tomorrow ,Pune,24.11,72,Clouds
2009-05-03 05:39:01,Good Morning Everyone... grinding the beans to make coconut macroon coffee anyone for a cup ,4,happy,good morning everyone grinding the beans to make coconut macroon coffee anyone for a cup ,Ahmedabad,31.42,58,Clouds
2009-05-02 08:02:15,@emzsy I've come down with something. Had to come home from work.  feel shit. xox,0,sad, ive come down with something had to come home from work  feel shit xox,Jaipur,34.37,42,Clouds
2009-04-18 16:59:01,"It's brain-fried deadline time.  Dazed, unfocused, a bit of an out-of-body experience.  21 years ago, I would have paid to feel this way. ",4,happy,its brainfried deadline time  dazed unfocused a bit of an outofbody experience   years ago i would have paid to feel this way ,Lucknow,29.99,69,Clouds
2009-05-30 19:44:57,im like really bored. staring at my arms..the autographs are on my hands are kinda fading away. but the arm parts r still der ,4,happy,im like really bored staring at my armsthe autographs are on my hands are kinda fading away but the arm parts r still der ,Delhi,34.12,51,Clouds
2009-06-01 14:07:47,@yelyahwilliams why is franklin so sad?  everytime i hear it for some reason it makes me think of good times but im on the verge of cryin,0,sad, why is franklin so sad  everytime i hear it for some reason it makes me think of good times but im on the verge of cryin,Mumbai,27.72,82,Clouds
2009-06-16 15:54:26,Not looking forward to work AT ALL today. ,0,sad,not looking forward to work at all today ,Bangalore,23.83,77,Clouds
2009-05-30 09:39:28,@SongzYuuup Heyyyy Trey! That's wassup! Take it over! Lol Have a good day in the VA ,4,happy, heyyyy trey thats wassup take it over lol have a good day in the va ,Chennai,29.34,81,Clouds
2009-05-03 16:24:10,@spencerpratt Congrats on the wedding  I'm glad you waited to have a nice traditional wedding!!,4,happy, congrats on the wedding  im glad you waited to have a nice traditional wedding,Kolkata,28.74,81,Clouds
2009-04-19 05:29:05,"@dbdc We should be confident, especially with our home form. King Is a big miss though, but I've got lots of faith in Dawson. COYS! ",4,happy, we should be confident especially with our home form king is a big miss though but ive got lots of faith in dawson coys ,Hyderabad,23.13,89,Clouds
2009-06-15 18:01:39,@Bran2110 eat a frosty for me ,4,happy, eat a frosty for me ,Pune,24.11,72,Clouds
2009-05-18 02:03:03,"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials.",4,happy, cool meet u there  im gonna drive tho cause thats a long walk up the hill lol before am they got early bird specials,Ahmedabad,31.42,58,Clouds
2009-05-18 05:03:29,just found out that the Boston Celtics lost to the Orlando Magic!! FUCK FUCK!! What a way to start the working week ,0,sad,just found out that the boston celtics lost to the orlando magic fuck fuck what a way to start the working week ,Jaipur,34.37,42,Clouds
2009-06-20 06:02:07,Feels partly responsible about the trouble in Iran cos his avatar STILL isn't green. ,0,sad,feels partly responsible about the trouble in iran cos his avatar still isnt green ,Lucknow,29.99,69,Clouds
2009-06-03 08:43:23,@radna  is jesus christ also tweeting I wonder?,4,happy,  is jesus christ also tweeting i wonder,Delhi,34.12,51,Clouds
2009-06-03 00:53:55,@TVdotcomAU Don't forget to watch @newinventors too! ,4,happy, dont forget to watch  too ,Mumbai,27.72,82,Clouds
2009-06-17 19:07:13,Sittin on a train platform waitin for a train. Quite possibly hav just failed another test ,0,sad,sittin on a train platform waitin for a train quite possibly hav just failed another test ,Bangalore,23.83,77,Clouds
2009-06-20 23:12:30,"Slightly better version. Posted the wrong one earlier. Sky is still blown out, sadly  Love the shot tho http://yfrog.com/7grxqj",0,sad,slightly better version posted the wrong one earlier sky is still blown out sadly  love the shot tho ,Chennai,29.34,81,Clouds
2009-05-17 10:35:42,were the ones who made you  x,4,happy,were the ones who made you  x,Kolkata,28.74,81,Clouds
2009-06-02 05:02:12,FINALLY won a game of Settlers Of Catan. Also booked restaurant for birthday dinner. Life is good ,4,happy,finally won a game of settlers of catan also booked restaurant for birthday dinner life is good ,Hyderabad,23.13,89,Clouds
2009-05-03 06:22:00,"is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand ",0,sad,is dreading work tomoz wonders if everything was done correctly at close s gonna double check everything b hand ,Pune,24.11,72,Clouds
2009-06-15 11:18:11,@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,4,happy, get  followers a day using wwwtweeterfollowcom once you add everyone you are on the train or pay vip ,Ahmedabad,31.42,58,Clouds
2009-06-17 11:13:28,@Nassira yep.yep. day job is kicking my butt at the moment. ,0,sad, yepyep day job is kicking my butt at the moment ,Jaipur,34.37,42,Clouds
2009-05-14 01:16:06,Together with michael. We just decided to cook some breakfast together. ,4,happy,together with michael we just decided to cook some breakfast together ,Lucknow,29.99,69,Clouds
2009-05-29 10:15:03,@MissCaseyB I know what you mean  rain sucks...,0,sad, i know what you mean  rain sucks,Delhi,34.12,51,Clouds
2009-05-17 21:01:19,*sigh* more boring history to do ,0,sad,sigh more boring history to do ,Mumbai,27.72,82,Clouds
2009-05-30 16:50:13,@AIIisonIraheta What's up!? You rock! ,4,happy, whats up you rock ,Bangalore,23.83,77,Clouds
2009-05-31 02:41:58,uploading photos from photoshoooot  guitarist is uber persistant..they're coming!,4,happy,uploading photos from photoshoooot  guitarist is uber persistanttheyre coming,Chennai,29.34,81,Clouds
2009-06-07 16:06:54,today was just SPLENDID!!! ,4,happy,today was just splendid ,Kolkata,28.74,81,Clouds
2009-05-30 12:51:05,major focus issues in rehearsal today-wish i was outside so bad  cant wait to bbq hope 2nite !! come on 6 o'clock get here already,0,sad,major focus issues in rehearsal todaywish i was outside so bad  cant wait to bbq hope nite  come on  oclock get here already,Hyderabad,23.13,89,Clouds
2009-06-01 02:08:08,in Rome and it's raining ,0,sad,in rome and its raining ,Pune,24.11,72,Clouds
2009-06-22 11:19:15,Foiled again! Being dragged out by parents at a moments notice. I want to draw! ,0,sad,foiled again being dragged out by parents at a moments notice i want to draw ,Ahmedabad,31.42,58,Clouds
2009-04-21 02:22:23,I wish I could sleep ,0,sad,i wish i could sleep ,Jaipur,34.37,42,Clouds
2009-05-29 11:25:13,@_Enigma__ I say stick to your guns...it will drive the women crazy. ,4,happy, i say stick to your gunsit will drive the women crazy ,Lucknow,29.99,69,Clouds
2009-06-15 02:14:05,@LeahJKelly  that sucks.,0,sad,  that sucks,Delhi,34.12,51,Clouds
2009-06-01 05:25:26,@dreamergirl17 no  wayyy to much hw I gotta finish first. And it's way cold out!,0,sad, no  wayyy to much hw i gotta finish first and its way cold out,Mumbai,27.72,82,Clouds
2009-06-15 00:18:43,@markmejia and @albertposis just made my day  luvv deemmm!!! haha,4,happy, and  just made my day  luvv deemmm haha,Bangalore,23.83,77,Clouds
2009-05-30 12:57:09,@MothersAnthem I have a request! Play Structure of a Heart tonite please ,4,happy, i have a request play structure of a heart tonite please ,Chennai,29.34,81,Clouds
2009-06-02 13:24:50,"i mean, i thought i was supposed to be like, excited and happy at this point, not stressed ",0,sad,i mean i thought i was supposed to be like excited and happy at this point not stressed ,Kolkata,28.74,81,Clouds
2009-04-20 07:44:53,@mosesma You strike again with your article on twiter !   http://bit.ly/Ob9HA,4,happy, you strike again with your article on twiter    ,Hyderabad,23.13,89,Clouds
2009-06-17 18:20:42,is so tired from my workout..plus.. waiting to get some work soo bad.. UGH&gt;. i hate not having any money .. so much outcome and no income ,0,sad,is so tired from my workoutplus waiting to get some work soo bad ughgt i hate not having any money  so much outcome and no income ,Pune,24.11,72,Clouds
2009-04-20 05:24:29,"@brandonwalowitz Aww... I hope you change your mind about Twitter. If you ever do, I'll be here reading. ",4,happy, aww i hope you change your mind about twitter if you ever do ill be here reading ,Ahmedabad,31.42,58,Clouds
2009-06-16 16:27:25,http://digg.com/d1twJ0 sad  i was rootin' for her!,0,sad, sad  i was rootin for her,Jaipur,34.37,42,Clouds
2009-06-07 15:05:50,@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me ,4,happy, you mean youre not a celeb only followed you thinking you were related to gordon silly me ,Lucknow,29.99,69,Clouds
2009-06-06 14:17:24,"I just finished following some people. Gah, I'm so tired. Goodnight Tweetpeople. ",4,happy,i just finished following some people gah im so tired goodnight tweetpeople ,Delhi,34.12,51,Clouds
2009-06-18 00:48:52,"@jack_herer  Hahahaha, what snow??? Still nothing  ",0,sad,  hahahaha what snow still nothing  ,Mumbai,27.72,82,Clouds
2009-05-04 06:13:44,@dages58 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,4,happy, lol after this weekend yea ur right  text me cause im goin to rd and they dont have computers there  bye bye,Bangalore,23.83,77,Clouds
2009-06-20 16:19:27,@EdMunster I know don't remind me  ha,0,sad, i know dont remind me  ha,Chennai,29.34,81,Clouds
2009-05-30 09:41:38,@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. ,4,happy, special eddie pout is bloody fantastic enjoyed it very much thanks ,Kolkata,28.74,81,Clouds
2009-06-07 11:39:18,"@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!",4,happy, thanks   yeah i was watching it a bit earlier but my heart wasnt really in it  shocking i know,Hyderabad,23.13,89,Clouds
2009-06-03 03:25:07,"@sakurajewellery yeah, it's awful  he woke up doing this little cry'y mewing sound this morning, half asleep  How are you today Hun? X",0,sad, yeah its awful  he woke up doing this little cryy mewing sound this morning half asleep  how are you today hun x,Pune,24.11,72,Clouds
2009-05-30 19:24:52,We're watching Magic game at home... Hopefully they win so we could go to Orlando for Final  miss Orlando very much...,4,happy,were watching magic game at home hopefully they win so we could go to orlando for final  miss orlando very much,Ahmedabad,31.42,58,Clouds
2009-05-14 05:47:45,I don't want my sister to go back ,0,sad,i dont want my sister to go back ,Jaipur,34.37,42,Clouds
2009-06-18 15:59:03,Feeelin Pretty Shitty. All She Had to Do Was Txt me once to remind me why i fell For Her. Why Must She Fuck With me like This ,0,sad,feeelin pretty shitty all she had to do was txt me once to remind me why i fell for her why must she fuck with me like this ,Lucknow,29.99,69,Clouds
2009-06-23 21:39:46,I miss my Brandon ,0,sad,i miss my brandon ,Delhi,34.12,51,Clouds
2009-05-04 06:48:09,Off to class! ,0,sad,off to class ,Mumbai,27.72,82,Clouds
2009-06-18 20:43:16,this is embarrassing who wants to set up texting via phone for me cuz i can't ,0,sad,this is embarrassing who wants to set up texting via phone for me cuz i cant ,Bangalore,23.83,77,Clouds
2009-05-02 12:28:08,"@vysh_doss Good stuff, ain't it? Yeah, you told me about Aamir. And you already know what Rendang is like reheated. ",4,happy, good stuff aint it yeah you told me about aamir and you already know what rendang is like reheated ,Chennai,29.34,81,Clouds
2009-05-10 19:26:17,"@Dj_Phat awwwwwwwwww, that's how ur doin me now?? lol makin fun of my spelling??  i'ma beat u up when i see u! lol",0,sad, awwwwwwwwww thats how ur doin me now lol makin fun of my spelling  ima beat u up when i see u lol,Kolkata,28.74,81,Clouds
2009-06-01 23:16:05,@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! ,4,happy, maybe tomorrow hahaha i miss youuuu you have a cam ohhh yer laptop ,Hyderabad,23.13,89,Clouds
2009-06-01 18:12:08,@xxkamm oh man you hardass  x3,4,happy, oh man you hardass  x,Pune,24.11,72,Clouds
2009-05-30 10:21:34,Lazy day. Can't wait for maneater tonight. The book was awesome! ,4,happy,lazy day cant wait for maneater tonight the book was awesome ,Ahmedabad,31.42,58,Clouds
2009-05-03 05:57:05,"I can finally go to bed now that I know who gets the gold logie,  im disappointed it wasn't rove though  ",0,sad,i can finally go to bed now that i know who gets the gold logie  im disappointed it wasnt rove though  ,Jaipur,34.37,42,Clouds
2009-06-06 16:27:02,"@MSPMike Okay Mike, you have great photos, but can you take them right-side-up?  I'm getting a neck crick!  ",4,happy, okay mike you have great photos but can you take them rightsideup  im getting a neck crick  ,Lucknow,29.99,69,Clouds
2009-05-22 03:31:33,seems like a nice day-guess it's off to the park with my lil man ,4,happy,seems like a nice dayguess its off to the park with my lil man ,Delhi,34.12,51,Clouds
2009-06-06 23:24:03,@mattsmind that's cause they are. I adopted them when my pup got into the nest &amp; ate the others. ,0,sad, thats cause they are i adopted them when my pup got into the nest amp ate the others ,Mumbai,27.72,82,Clouds
2009-06-19 02:39:33,Not feeling it today ,0,sad,not feeling it today ,Bangalore,23.83,77,Clouds
2009-06-05 14:07:13,@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well ,4,happy, oh noooes cos of lodging with family i try to avoid getting one after pm prob just as well ,Chennai,29.34,81,Clouds
2009-06-01 14:44:51,"@TeachJoanne you deserve it.. enjoy.  the fact that you didn't break a nail gives you some superhero status, btw. *smooch*",4,happy, you deserve it enjoy  the fact that you didnt break a nail gives you some superhero status btw smooch,Kolkata,28.74,81,Clouds
2009-06-05 09:54:01,ahh computer class with tori and geena  watching TH HANGOVER later with torii ,4,happy,ahh computer class with tori and geena  watching th hangover later with torii ,Hyderabad,23.13,89,Clouds
2009-06-05 15:55:55,@BrianLimond ta. we're not all racists ,0,sad, ta were not all racists ,Pune,24.11,72,Clouds
2009-05-28 23:02:50,@JaneYee isnt traffic fantastic &lt;insert sarcasm&gt; ,4,happy, isnt traffic fantastic ltinsert sarcasmgt ,Ahmedabad,31.42,58,Clouds
2009-05-29 11:43:34,GAMING UP A STORM TODAY! ,4,happy,gaming up a storm today ,Jaipur,34.37,42,Clouds
2009-06-16 00:52:16,iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks ,4,happy,iphone gs and n launching in australia on the same day feel the marketing hype kicking into overdrive for the next  weeks ,Lucknow,29.99,69,Clouds
2009-04-20 01:17:55,@IndyAmanda Sounds possible  It even looks so confusing u dont wanna try! I have to use it at school and I always mess up everything,4,happy, sounds possible  it even looks so confusing u dont wanna try i have to use it at school and i always mess up everything,Delhi,34.12,51,Clouds
2009-05-31 11:30:00,wow i never thought i would have 30 followers. thanks! ,4,happy,wow i never thought i would have  followers thanks ,Mumbai,27.72,82,Clouds
2009-06-06 06:13:25,@souljaboytellem I would have to agree with you on that ,4,happy, i would have to agree with you on that ,Bangalore,23.83,77,Clouds
2009-05-17 17:06:50,God I wish I was still in America ,0,sad,god i wish i was still in america ,Chennai,29.34,81,Clouds
2009-05-30 08:42:37,God damn why does my knee hurt? ,0,sad,god damn why does my knee hurt ,Kolkata,28.74,81,Clouds
2009-06-21 07:45:53,"I heard plants can twitter, too. My little acorn-tree &quot;yusuf&quot; would cough if he could. He's really ill. ",0,sad,i heard plants can twitter too my little acorntree quotyusufquot would cough if he could hes really ill ,Hyderabad,23.13,89,Clouds
2009-06-06 13:39:15,@wreckdagaffey very Cruella Deville of you ,4,happy, very cruella deville of you ,Pune,24.11,72,Clouds
2009-06-18 18:43:49,"http://twitpic.com/7rish - i miss wearin' that jacket... i love the fur, i miss it ",0,sad,  i miss wearin that jacket i love the fur i miss it ,Ahmedabad,31.42,58,Clouds
2009-05-01 21:55:57,"went to the Blue Room, saw a bunch of awesome sea turtles and ate a huge fish eye with Justin and Sayer  I love family camp!",4,happy,went to the blue room saw a bunch of awesome sea turtles and ate a huge fish eye with justin and sayer  i love family camp,Jaipur,34.37,42,Clouds
2009-06-06 16:35:11,My better half is tending to the balcony jungle...She's planting herbs ,4,happy,my better half is tending to the balcony jungleshes planting herbs ,Lucknow,29.99,69,Clouds
2009-05-31 09:53:31,@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them ,4,happy, i luv buying childrens bks well all bks really its an obsession good think its part of my daily job to buyread them ,Delhi,34.12,51,Clouds
2009-05-22 05:58:52,Awww it all worked out in the end ,4,happy,awww it all worked out in the end ,Mumbai,27.72,82,Clouds
2009-04-19 23:47:45,@getmerohit poor sutil.... tried to hard to maintain his position ,0,sad, poor sutil tried to hard to maintain his position ,Bangalore,23.83,77,Clouds
2009-06-02 23:45:37,lets blow stuff up ,4,happy,lets blow stuff up ,Chennai,29.34,81,Clouds
2009-06-03 05:58:40,Church Sign:  Heavenly forecast - reign forever!  ,4,happy,church sign  heavenly forecast  reign forever  ,Kolkata,28.74,81,Clouds
2009-06-07 02:19:31,@tephanyanne That's good. How are you feeling? ,4,happy, thats good how are you feeling ,Hyderabad,23.13,89,Clouds
2009-05-30 14:47:09,@lolhayley ah i see well i rekon we must be annoying aidan with our twitter whore antics :L cant find anything to watch on tv ,0,sad, ah i see well i rekon we must be annoying aidan with our twitter whore antics l cant find anything to watch on tv ,Pune,24.11,72,Clouds
2009-05-29 01:31:37,@veronicasmusic Yessss UK soon! I have been waiting for years! Come to Scotland ,4,happy, yessss uk soon i have been waiting for years come to scotland ,Ahmedabad,31.42,58,Clouds
2009-06-25 02:00:26,@jamieerinw I'm a horrible person and still haven't posted your letter ,0,sad, im a horrible person and still havent posted your letter ,Jaipur,34.37,42,Clouds
2009-05-31 03:36:14,"@Newy_ShortStack Hahai was gonna say xD shes absolutely everywhere, its hard not to have atleast heard of her. shes great ay? ",4,happy, hahai was gonna say xd shes absolutely everywhere its hard not to have atleast heard of her shes great ay ,Lucknow,29.99,69,Clouds
2009-06-05 19:29:42,uhhggghhhh....sick is not my idea of summer fun ,0,sad,uhhggghhhhsick is not my idea of summer fun ,Delhi,34.12,51,Clouds
2009-06-16 06:55:03,@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part ,4,happy, im based in the netherlands but still on my bucketlist is a trip to the uklondon i think otherwise of the photogenic part ,Mumbai,27.72,82,Clouds
2009-05-22 02:45:43,@everydaystrange very exciting stuff! I'm taking my mum to get one for her birthday this year. She's gonna be 60 ,4,happy, very exciting stuff im taking my mum to get one for her birthday this year shes gonna be  ,Bangalore,23.83,77,Clouds
2009-06-07 10:16:48,im so sorry you guys! i've been shooting on the lake all week and my phone had a tragic accident! it went to the bottom of Havasu ,0,sad,im so sorry you guys ive been shooting on the lake all week and my phone had a tragic accident it went to the bottom of havasu ,Chennai,29.34,81,Clouds
2009-06-05 16:04:04,@gipsy_dreamer I wish you luck! *hug* You can do it! ,4,happy, i wish you luck hug you can do it ,Kolkata,28.74,81,Clouds
2009-06-25 05:43:10,@TomFelton so will i  TEAM DRACO !!!! whoooh.,0,sad, so will i  team draco  whoooh,Hyderabad,23.13,89,Clouds
2009-06-15 08:50:47,@Gioiaa why do i never know when there's a new chapter  remind me tomorrow please! no time now ,0,sad, why do i never know when theres a new chapter  remind me tomorrow please no time now ,Pune,24.11,72,Clouds
2009-06-23 08:43:34,@PHAROUT85 just looked it up. the construction was funded by NY municipal bonds which will be repaid by the mets... ,0,sad, just looked it up the construction was funded by ny municipal bonds which will be repaid by the mets ,Ahmedabad,31.42,58,Clouds
2009-05-13 22:35:21,"@tweenkle77 @aileen2u2 @WTFJAY @meghanwood @MisterNoodle according to tweetdeck, I am my only friend ",0,sad,     according to tweetdeck i am my only friend ,Jaipur,34.37,42,Clouds
2009-06-20 11:42:56,Lions lost against South Africa 2day...  but we gave them a good match next time we will win ! xxx,0,sad,lions lost against south africa day  but we gave them a good match next time we will win  xxx,Lucknow,29.99,69,Clouds
2009-06-05 16:00:08,"auchh, drop by 1  (23)sulumitsretsambew-id.com",0,sad,auchh drop by   sulumitsretsambewidcom,Delhi,34.12,51,Clouds
2009-05-30 06:49:45,is in love with Mr Darcy but he's already got a gf. huhu.  le sigh.,0,sad,is in love with mr darcy but hes already got a gf huhu  le sigh,Mumbai,27.72,82,Clouds
2009-05-01 22:25:52,Home from Wal-Mart. Groceries were somehow cheaper this week...and I'm so not complaining ,4,happy,home from walmart groceries were somehow cheaper this weekand im so not complaining ,Bangalore,23.83,77,Clouds
2009-06-23 11:11:28,@kindstrangers GRACE! we better go see patrick wolf next year. im still super sad we missed the concert. ,0,sad, grace we better go see patrick wolf next year im still super sad we missed the concert ,Chennai,29.34,81,Clouds
2009-06-15 14:29:32,@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? ,4,happy, crash but quite obviously im still awake gonna study history later  days more to terms are you feeling better now tho ,Kolkata,28.74,81,Clouds
2009-06-07 07:37:55,"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)",4,happy,  tea is just plain good for you  white green oolong and black all the same plant you know,Hyderabad,23.13,89,Clouds
2009-05-31 17:36:30,"gonna watch the MTV awards, too bad I'm not there! ",0,sad,gonna watch the mtv awards too bad im not there ,Pune,24.11,72,Clouds
2009-06-20 06:04:12,I adore the mornings when I bawl for hours because I feel so hideous.  Say one effing thing about inner beauty and I'm unfollowing you.,0,sad,i adore the mornings when i bawl for hours because i feel so hideous  say one effing thing about inner beauty and im unfollowing you,Ahmedabad,31.42,58,Clouds
2009-05-31 09:26:02,"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute ",0,sad, thank you very much ill be ready to write and write but now seems for nothing i dont know how to distribute ,Jaipur,34.37,42,Clouds
2009-06-01 20:22:52,"@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! ",4,happy, yeah just go to the county where you live we got out license in multnomah and got married at the coast ,Lucknow,29.99,69,Clouds
2009-06-05 16:21:42,@euphrosyna reality is always shocking. . . ,0,sad, reality is always shocking   ,Delhi,34.12,51,Clouds
2009-06-06 16:17:05,@KalebNation my name is Ashley ,4,happy, my name is ashley ,Mumbai,27.72,82,Clouds
2009-05-29 17:13:38,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,0,sad,eli in the er  they pricked his finger for blood sugar and he was trying not to cry ,Bangalore,23.83,77,Clouds
2009-05-03 01:30:30,Nooo we leave in 2 hours ,0,sad,nooo we leave in  hours ,Chennai,29.34,81,Clouds
2009-05-29 14:36:42,@mumalot I corrected myself ,0,sad, i corrected myself ,Kolkata,28.74,81,Clouds
2009-06-19 15:08:05,shout to the homie @stepheezy for the #ff love. even though she's too cool to follow me ,0,sad,shout to the homie  for the  love even though shes too cool to follow me ,Hyderabad,23.13,89,Clouds
2009-05-02 12:58:09,Helping out @ Corner Stone tonight ,4,happy,helping out  corner stone tonight ,Pune,24.11,72,Clouds
2009-06-07 09:57:19,sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do ,4,happy,sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do ,Ahmedabad,31.42,58,Clouds
2009-05-22 08:03:41,@pjmaybe looking forward to inFamous. 'been trying to get through Mass Effect but I have a feeling it wont get a lookin' soon ,4,happy, looking forward to infamous been trying to get through mass effect but i have a feeling it wont get a lookin soon ,Jaipur,34.37,42,Clouds
2009-05-30 13:02:27,Exams soon ! ,0,sad,exams soon  ,Lucknow,29.99,69,Clouds
2009-06-18 17:21:39,listening to eagles call on Catalina Island...they are almost ready to fledge ,0,sad,listening to eagles call on catalina islandthey are almost ready to fledge ,Delhi,34.12,51,Clouds
2009-05-31 08:30:56,@misshelen20 now I seem to have no pic at all ,0,sad, now i seem to have no pic at all ,Mumbai,27.72,82,Clouds
2009-06-15 07:23:10,Must now learn english for testpaper tomorrow. BÃ¤Ã¤Ã¤Ã¤hhh  I have wrote Autumn Reeser an email!!!!! Hope she answer me......,0,sad,must now learn english for testpaper tomorrow bhhh  i have wrote autumn reeser an email hope she answer me,Bangalore,23.83,77,Clouds
2009-06-05 15:13:25,@likestarlight I like this icon. Your eyes are awesome in it ,4,happy, i like this icon your eyes are awesome in it ,Chennai,29.34,81,Clouds
2009-06-07 15:42:02,&quot;There's a stick thats gonna kill me!&quot; -Emily ,4,happy,quottheres a stick thats gonna kill mequot emily ,Kolkata,28.74,81,Clouds
